Dates,States,Usage
06/01/2019 00:00:00,Andhra Pradesh,171.2
07/01/2019 00:00:00,Andhra Pradesh,166.4
08/01/2019 00:00:00,Andhra Pradesh,160.8
09/01/2019 00:00:00,Andhra Pradesh,163.0
10/01/2019 00:00:00,Andhra Pradesh,168.8
11/01/2019 00:00:00,Andhra Pradesh,167.7
12/01/2019 00:00:00,Andhra Pradesh,168.1
13/01/2019 00:00:00,Andhra Pradesh,164.9
14/01/2019 00:00:00,Andhra Pradesh,163.3
15/01/2019 00:00:00,Andhra Pradesh,160.7
16/01/2019 00:00:00,Andhra Pradesh,155.2
17/01/2019 00:00:00,Andhra Pradesh,161.8
18/01/2019 00:00:00,Andhra Pradesh,169.9
19/01/2019 00:00:00,Andhra Pradesh,166.0
20/01/2019 00:00:00,Andhra Pradesh,153.9
21/01/2019 00:00:00,Andhra Pradesh,153.3
22/01/2019 00:00:00,Andhra Pradesh,152.6
23/01/2019 00:00:00,Andhra Pradesh,194.9
24/01/2019 00:00:00,Andhra Pradesh,193.7
25/01/2019 00:00:00,Andhra Pradesh,176.4
26/01/2019 00:00:00,Andhra Pradesh,172.4
27/01/2019 00:00:00,Andhra Pradesh,181.0
28/01/2019 00:00:00,Andhra Pradesh,189.4
29/01/2019 00:00:00,Andhra Pradesh,189.8
30/01/2019 00:00:00,Andhra Pradesh,160.4
31/01/2019 00:00:00,Andhra Pradesh,162.7
02/02/2019 00:00:00,Andhra Pradesh,164.2
03/02/2019 00:00:00,Andhra Pradesh,163.7
04/02/2019 00:00:00,Andhra Pradesh,165.8
05/02/2019 00:00:00,Andhra Pradesh,165.2
06/02/2019 00:00:00,Andhra Pradesh,163.2
07/02/2019 00:00:00,Andhra Pradesh,152.8
08/02/2019 00:00:00,Andhra Pradesh,156.7
09/02/2019 00:00:00,Andhra Pradesh,149.8
10/02/2019 00:00:00,Andhra Pradesh,148.7
11/02/2019 00:00:00,Andhra Pradesh,153.8
12/02/2019 00:00:00,Andhra Pradesh,155.2
13/02/2019 00:00:00,Andhra Pradesh,157.5
14/02/2019 00:00:00,Andhra Pradesh,149.2
15/02/2019 00:00:00,Andhra Pradesh,148.1
16/02/2019 00:00:00,Andhra Pradesh,151.5
17/02/2019 00:00:00,Andhra Pradesh,150.5
18/02/2019 00:00:00,Andhra Pradesh,159.5
19/02/2019 00:00:00,Andhra Pradesh,160.8
20/02/2019 00:00:00,Andhra Pradesh,159.1
21/02/2019 00:00:00,Andhra Pradesh,197.0
22/02/2019 00:00:00,Andhra Pradesh,201.0
23/02/2019 00:00:00,Andhra Pradesh,197.1
24/02/2019 00:00:00,Andhra Pradesh,183.2
25/02/2019 00:00:00,Andhra Pradesh,196.3
26/02/2019 00:00:00,Andhra Pradesh,197.3
27/02/2019 00:00:00,Andhra Pradesh,194.2
28/02/2019 00:00:00,Andhra Pradesh,182.9
02/03/2019 00:00:00,Andhra Pradesh,187.8
03/03/2019 00:00:00,Andhra Pradesh,191.0
04/03/2019 00:00:00,Andhra Pradesh,191.8
05/03/2019 00:00:00,Andhra Pradesh,190.0
06/03/2019 00:00:00,Andhra Pradesh,188.6
07/03/2019 00:00:00,Andhra Pradesh,182.7
08/03/2019 00:00:00,Andhra Pradesh,175.5
09/03/2019 00:00:00,Andhra Pradesh,184.6
10/03/2019 00:00:00,Andhra Pradesh,187.2
11/03/2019 00:00:00,Andhra Pradesh,194.8
12/03/2019 00:00:00,Andhra Pradesh,190.4
13/03/2019 00:00:00,Andhra Pradesh,182.7
14/03/2019 00:00:00,Andhra Pradesh,167.9
15/03/2019 00:00:00,Andhra Pradesh,148.6
16/03/2019 00:00:00,Andhra Pradesh,150.9
17/03/2019 00:00:00,Andhra Pradesh,155.8
18/03/2019 00:00:00,Andhra Pradesh,142.2
19/03/2019 00:00:00,Andhra Pradesh,151.3
20/03/2019 00:00:00,Andhra Pradesh,151.8
21/03/2019 00:00:00,Andhra Pradesh,157.9
22/03/2019 00:00:00,Andhra Pradesh,169.5
23/03/2019 00:00:00,Andhra Pradesh,169.5
24/03/2019 00:00:00,Andhra Pradesh,169.9
25/03/2019 00:00:00,Andhra Pradesh,168.6
26/03/2019 00:00:00,Andhra Pradesh,167.7
27/03/2019 00:00:00,Andhra Pradesh,170.0
28/03/2019 00:00:00,Andhra Pradesh,151.7
29/03/2019 00:00:00,Andhra Pradesh,197.7
30/03/2019 00:00:00,Andhra Pradesh,197.6
31/03/2019 00:00:00,Andhra Pradesh,198.1
02/04/2019 00:00:00,Andhra Pradesh,198.8
03/04/2019 00:00:00,Andhra Pradesh,199.6
04/04/2019 00:00:00,Andhra Pradesh,200.4
05/04/2019 00:00:00,Andhra Pradesh,196.7
06/04/2019 00:00:00,Andhra Pradesh,190.1
07/04/2019 00:00:00,Andhra Pradesh,194.2
08/04/2019 00:00:00,Andhra Pradesh,199.6
09/04/2019 00:00:00,Andhra Pradesh,196.8
10/04/2019 00:00:00,Andhra Pradesh,192.9
11/04/2019 00:00:00,Andhra Pradesh,190.8
12/04/2019 00:00:00,Andhra Pradesh,189.7
13/04/2019 00:00:00,Andhra Pradesh,176.2
14/04/2019 00:00:00,Andhra Pradesh,178.1
15/04/2019 00:00:00,Andhra Pradesh,179.0
16/04/2019 00:00:00,Andhra Pradesh,178.2
17/04/2019 00:00:00,Andhra Pradesh,185.0
18/04/2019 00:00:00,Andhra Pradesh,184.6
19/04/2019 00:00:00,Andhra Pradesh,174.3
20/04/2019 00:00:00,Andhra Pradesh,195.0
21/04/2019 00:00:00,Andhra Pradesh,197.6
22/04/2019 00:00:00,Andhra Pradesh,201.2
23/04/2019 00:00:00,Andhra Pradesh,199.0
24/04/2019 00:00:00,Andhra Pradesh,200.7
25/04/2019 00:00:00,Andhra Pradesh,200.8
26/04/2019 00:00:00,Andhra Pradesh,194.0
27/04/2019 00:00:00,Andhra Pradesh,166.1
28/04/2019 00:00:00,Andhra Pradesh,167.7
29/04/2019 00:00:00,Andhra Pradesh,164.5
30/04/2019 00:00:00,Andhra Pradesh,168.2
02/05/2019 00:00:00,Andhra Pradesh,172.6
03/05/2019 00:00:00,Andhra Pradesh,170.1
04/05/2019 00:00:00,Andhra Pradesh,163.0
05/05/2019 00:00:00,Andhra Pradesh,158.1
06/05/2019 00:00:00,Andhra Pradesh,153.1
07/05/2019 00:00:00,Andhra Pradesh,153.9
08/05/2019 00:00:00,Andhra Pradesh,147.7
09/05/2019 00:00:00,Andhra Pradesh,149.7
10/05/2019 00:00:00,Andhra Pradesh,154.2
11/05/2019 00:00:00,Andhra Pradesh,160.0
12/05/2019 00:00:00,Andhra Pradesh,165.3
13/05/2019 00:00:00,Andhra Pradesh,168.2
14/05/2019 00:00:00,Andhra Pradesh,175.2
15/05/2019 00:00:00,Andhra Pradesh,174.1
16/05/2019 00:00:00,Andhra Pradesh,158.7
17/05/2019 00:00:00,Andhra Pradesh,154.9
18/05/2019 00:00:00,Andhra Pradesh,151.0
19/05/2019 00:00:00,Andhra Pradesh,177.6
20/05/2019 00:00:00,Andhra Pradesh,178.2
21/05/2019 00:00:00,Andhra Pradesh,186.1
22/05/2019 00:00:00,Andhra Pradesh,189.3
23/05/2019 00:00:00,Andhra Pradesh,193.3
24/05/2019 00:00:00,Andhra Pradesh,193.3
25/05/2019 00:00:00,Andhra Pradesh,189.0
26/05/2019 00:00:00,Andhra Pradesh,176.7
27/05/2019 00:00:00,Andhra Pradesh,181.4
28/05/2019 00:00:00,Andhra Pradesh,175.4
29/05/2019 00:00:00,Andhra Pradesh,162.1
30/05/2019 00:00:00,Andhra Pradesh,159.7
31/05/2019 00:00:00,Andhra Pradesh,160.4
02/06/2019 00:00:00,Andhra Pradesh,161.0
03/06/2019 00:00:00,Andhra Pradesh,152.5
04/06/2019 00:00:00,Andhra Pradesh,146.7
05/06/2019 00:00:00,Andhra Pradesh,144.4
06/06/2019 00:00:00,Andhra Pradesh,146.6
07/06/2019 00:00:00,Andhra Pradesh,151.4
08/06/2019 00:00:00,Andhra Pradesh,149.8
09/06/2019 00:00:00,Andhra Pradesh,146.1
10/06/2019 00:00:00,Andhra Pradesh,165.2
11/06/2019 00:00:00,Andhra Pradesh,166.6
12/06/2019 00:00:00,Andhra Pradesh,167.5
13/06/2019 00:00:00,Andhra Pradesh,169.7
14/06/2019 00:00:00,Andhra Pradesh,169.7
15/06/2019 00:00:00,Andhra Pradesh,168.6
16/06/2019 00:00:00,Andhra Pradesh,162.7
17/06/2019 00:00:00,Andhra Pradesh,193.1
18/06/2019 00:00:00,Andhra Pradesh,201.7
19/06/2019 00:00:00,Andhra Pradesh,202.5
20/06/2019 00:00:00,Andhra Pradesh,202.5
21/06/2019 00:00:00,Andhra Pradesh,199.9
22/06/2019 00:00:00,Andhra Pradesh,201.0
23/06/2019 00:00:00,Andhra Pradesh,199.1
24/06/2019 00:00:00,Andhra Pradesh,177.3
25/06/2019 00:00:00,Andhra Pradesh,180.6
26/06/2019 00:00:00,Andhra Pradesh,182.4
27/06/2019 00:00:00,Andhra Pradesh,184.3
28/06/2019 00:00:00,Andhra Pradesh,182.8
29/06/2019 00:00:00,Andhra Pradesh,183.0
30/06/2019 00:00:00,Andhra Pradesh,178.7
01/07/2019 00:00:00,Andhra Pradesh,164.3
02/07/2019 00:00:00,Andhra Pradesh,161.9
03/07/2019 00:00:00,Andhra Pradesh,159.9
04/07/2019 00:00:00,Andhra Pradesh,160.9
05/07/2019 00:00:00,Andhra Pradesh,164.7
06/07/2019 00:00:00,Andhra Pradesh,165.4
07/07/2019 00:00:00,Andhra Pradesh,166.8
08/07/2019 00:00:00,Andhra Pradesh,168.7
08/07/2019 00:00:00,Andhra Pradesh,170.6
09/07/2019 00:00:00,Andhra Pradesh,169.3
09/07/2019 00:00:00,Andhra Pradesh,170.1
10/07/2019 00:00:00,Andhra Pradesh,170.5
10/07/2019 00:00:00,Andhra Pradesh,169.4
11/07/2019 00:00:00,Andhra Pradesh,159.1
11/07/2019 00:00:00,Andhra Pradesh,175.1
12/07/2019 00:00:00,Andhra Pradesh,173.8
12/07/2019 00:00:00,Andhra Pradesh,167.6
13/07/2019 00:00:00,Andhra Pradesh,168.6
14/07/2019 00:00:00,Andhra Pradesh,169.6
15/07/2019 00:00:00,Andhra Pradesh,169.3
16/07/2019 00:00:00,Andhra Pradesh,167.3
17/07/2019 00:00:00,Andhra Pradesh,192.4
18/07/2019 00:00:00,Andhra Pradesh,196.9
19/07/2019 00:00:00,Andhra Pradesh,197.8
20/07/2019 00:00:00,Andhra Pradesh,193.1
21/07/2019 00:00:00,Andhra Pradesh,196.4
22/07/2019 00:00:00,Andhra Pradesh,200.7
23/07/2019 00:00:00,Andhra Pradesh,195.8
24/07/2019 00:00:00,Andhra Pradesh,190.1
25/07/2019 00:00:00,Andhra Pradesh,192.8
26/07/2019 00:00:00,Andhra Pradesh,187.7
27/07/2019 00:00:00,Andhra Pradesh,193.6
28/07/2019 00:00:00,Andhra Pradesh,192.6
29/07/2019 00:00:00,Andhra Pradesh,191.9
30/07/2019 00:00:00,Andhra Pradesh,190.2
31/07/2019 00:00:00,Andhra Pradesh,193.4
01/08/2019 00:00:00,Andhra Pradesh,197.0
02/08/2019 00:00:00,Andhra Pradesh,204.0
03/08/2019 00:00:00,Andhra Pradesh,195.3
04/08/2019 00:00:00,Andhra Pradesh,183.0
05/08/2019 00:00:00,Andhra Pradesh,183.0
06/08/2019 00:00:00,Andhra Pradesh,169.6
08/08/2019 00:00:00,Andhra Pradesh,177.6
09/08/2019 00:00:00,Andhra Pradesh,174.1
10/08/2019 00:00:00,Andhra Pradesh,164.7
11/08/2019 00:00:00,Andhra Pradesh,175.5
12/08/2019 00:00:00,Andhra Pradesh,186.9
13/08/2019 00:00:00,Andhra Pradesh,192.3
14/08/2019 00:00:00,Andhra Pradesh,195.9
15/08/2019 00:00:00,Andhra Pradesh,193.5
16/08/2019 00:00:00,Andhra Pradesh,197.3
17/08/2019 00:00:00,Andhra Pradesh,198.1
18/08/2019 00:00:00,Andhra Pradesh,197.4
19/08/2019 00:00:00,Andhra Pradesh,194.6
20/08/2019 00:00:00,Andhra Pradesh,194.6
21/08/2019 00:00:00,Andhra Pradesh,191.3
22/08/2019 00:00:00,Andhra Pradesh,155.9
23/08/2019 00:00:00,Andhra Pradesh,158.2
24/08/2019 00:00:00,Andhra Pradesh,160.2
25/08/2019 00:00:00,Andhra Pradesh,166.5
26/08/2019 00:00:00,Andhra Pradesh,167.6
27/08/2019 00:00:00,Andhra Pradesh,167.4
28/08/2019 00:00:00,Andhra Pradesh,164.8
29/08/2019 00:00:00,Andhra Pradesh,172.8
30/08/2019 00:00:00,Andhra Pradesh,162.7
31/08/2019 00:00:00,Andhra Pradesh,159.2
01/09/2019 00:00:00,Andhra Pradesh,153.8
02/09/2019 00:00:00,Andhra Pradesh,152.4
03/09/2019 00:00:00,Andhra Pradesh,159.3
04/09/2019 00:00:00,Andhra Pradesh,156.6
05/09/2019 00:00:00,Andhra Pradesh,201.2
06/09/2019 00:00:00,Andhra Pradesh,205.1
08/09/2019 00:00:00,Andhra Pradesh,204.3
09/09/2019 00:00:00,Andhra Pradesh,201.3
10/09/2019 00:00:00,Andhra Pradesh,198.5
11/09/2019 00:00:00,Andhra Pradesh,192.9
12/09/2019 00:00:00,Andhra Pradesh,172.3
13/09/2019 00:00:00,Andhra Pradesh,178.1
14/09/2019 00:00:00,Andhra Pradesh,181.9
15/09/2019 00:00:00,Andhra Pradesh,179.2
16/09/2019 00:00:00,Andhra Pradesh,169.0
17/09/2019 00:00:00,Andhra Pradesh,165.5
18/09/2019 00:00:00,Andhra Pradesh,164.9
19/09/2019 00:00:00,Andhra Pradesh,193.5
20/09/2019 00:00:00,Andhra Pradesh,193.9
21/09/2019 00:00:00,Andhra Pradesh,193.9
22/09/2019 00:00:00,Andhra Pradesh,195.6
23/09/2019 00:00:00,Andhra Pradesh,193.5
24/09/2019 00:00:00,Andhra Pradesh,187.8
25/09/2019 00:00:00,Andhra Pradesh,178.1
26/09/2019 00:00:00,Andhra Pradesh,165.1
27/09/2019 00:00:00,Andhra Pradesh,164.4
28/09/2019 00:00:00,Andhra Pradesh,156.5
29/09/2019 00:00:00,Andhra Pradesh,152.3
30/09/2019 00:00:00,Andhra Pradesh,154.9
01/10/2019 00:00:00,Andhra Pradesh,155.4
02/10/2019 00:00:00,Andhra Pradesh,149.7
03/10/2019 00:00:00,Andhra Pradesh,159.1
04/10/2019 00:00:00,Andhra Pradesh,151.4
05/10/2019 00:00:00,Andhra Pradesh,151.2
06/10/2019 00:00:00,Andhra Pradesh,157.0
08/10/2019 00:00:00,Andhra Pradesh,163.4
09/10/2019 00:00:00,Andhra Pradesh,165.2
10/10/2019 00:00:00,Andhra Pradesh,163.4
11/10/2019 00:00:00,Andhra Pradesh,193.3
12/10/2019 00:00:00,Andhra Pradesh,197.0
13/10/2019 00:00:00,Andhra Pradesh,196.7
14/10/2019 00:00:00,Andhra Pradesh,197.6
15/10/2019 00:00:00,Andhra Pradesh,197.4
16/10/2019 00:00:00,Andhra Pradesh,197.7
17/10/2019 00:00:00,Andhra Pradesh,196.5
18/10/2019 00:00:00,Andhra Pradesh,170.4
19/10/2019 00:00:00,Andhra Pradesh,166.7
20/10/2019 00:00:00,Andhra Pradesh,156.0
21/10/2019 00:00:00,Andhra Pradesh,153.7
22/10/2019 00:00:00,Andhra Pradesh,167.5
23/10/2019 00:00:00,Andhra Pradesh,169.5
24/10/2019 00:00:00,Andhra Pradesh,170.2
25/10/2019 00:00:00,Andhra Pradesh,186.0
26/10/2019 00:00:00,Andhra Pradesh,183.4
27/10/2019 00:00:00,Andhra Pradesh,183.6
28/10/2019 00:00:00,Andhra Pradesh,184.7
29/10/2019 00:00:00,Andhra Pradesh,183.3
30/10/2019 00:00:00,Andhra Pradesh,174.0
31/10/2019 00:00:00,Andhra Pradesh,164.1
01/11/2019 00:00:00,Andhra Pradesh,154.9
02/11/2019 00:00:00,Andhra Pradesh,158.7
03/11/2019 00:00:00,Andhra Pradesh,160.9
04/11/2019 00:00:00,Andhra Pradesh,163.0
05/11/2019 00:00:00,Andhra Pradesh,165.0
06/11/2019 00:00:00,Andhra Pradesh,166.6
08/11/2019 00:00:00,Andhra Pradesh,171.0
09/11/2019 00:00:00,Andhra Pradesh,173.2
10/11/2019 00:00:00,Andhra Pradesh,176.0
11/11/2019 00:00:00,Andhra Pradesh,173.3
12/11/2019 00:00:00,Andhra Pradesh,171.9
13/11/2019 00:00:00,Andhra Pradesh,165.5
14/11/2019 00:00:00,Andhra Pradesh,168.3
15/11/2019 00:00:00,Andhra Pradesh,168.3
16/11/2019 00:00:00,Andhra Pradesh,196.6
17/11/2019 00:00:00,Andhra Pradesh,199.2
18/11/2019 00:00:00,Andhra Pradesh,198.1
19/11/2019 00:00:00,Andhra Pradesh,197.4
20/11/2019 00:00:00,Andhra Pradesh,197.4
21/11/2019 00:00:00,Andhra Pradesh,196.6
22/11/2019 00:00:00,Andhra Pradesh,192.0
23/11/2019 00:00:00,Andhra Pradesh,172.2
24/11/2019 00:00:00,Andhra Pradesh,174.8
25/11/2019 00:00:00,Andhra Pradesh,174.5
26/11/2019 00:00:00,Andhra Pradesh,174.2
27/11/2019 00:00:00,Andhra Pradesh,175.9
28/11/2019 00:00:00,Andhra Pradesh,178.1
29/11/2019 00:00:00,Andhra Pradesh,184.3
30/11/2019 00:00:00,Andhra Pradesh,181.0
01/12/2019 00:00:00,Andhra Pradesh,191.0
02/12/2019 00:00:00,Andhra Pradesh,197.3
03/12/2019 00:00:00,Andhra Pradesh,198.4
04/12/2019 00:00:00,Andhra Pradesh,198.7
05/12/2019 00:00:00,Andhra Pradesh,201.8
06/12/2019 00:00:00,Andhra Pradesh,197.6
08/12/2019 00:00:00,Andhra Pradesh,175.6
09/12/2019 00:00:00,Andhra Pradesh,180.6
10/12/2019 00:00:00,Andhra Pradesh,178.7
11/12/2019 00:00:00,Andhra Pradesh,180.5
12/12/2019 00:00:00,Andhra Pradesh,174.5
13/12/2019 00:00:00,Andhra Pradesh,181.9
14/12/2019 00:00:00,Andhra Pradesh,185.5
15/12/2019 00:00:00,Andhra Pradesh,180.7
16/12/2019 00:00:00,Andhra Pradesh,184.5
17/12/2019 00:00:00,Andhra Pradesh,186.4
18/12/2019 00:00:00,Andhra Pradesh,187.8
19/12/2019 00:00:00,Andhra Pradesh,189.0
20/12/2019 00:00:00,Andhra Pradesh,189.7
21/12/2019 00:00:00,Andhra Pradesh,189.7
22/12/2019 00:00:00,Andhra Pradesh,155.9
23/12/2019 00:00:00,Andhra Pradesh,159.7
24/12/2019 00:00:00,Andhra Pradesh,163.0
25/12/2019 00:00:00,Andhra Pradesh,160.7
26/12/2019 00:00:00,Andhra Pradesh,159.3
27/12/2019 00:00:00,Andhra Pradesh,156.6
28/12/2019 00:00:00,Andhra Pradesh,154.2
29/12/2019 00:00:00,Andhra Pradesh,181.9
30/12/2019 00:00:00,Andhra Pradesh,186.9
31/12/2019 00:00:00,Andhra Pradesh,186.6
01/01/2020 00:00:00,Andhra Pradesh,183.0
02/01/2020 00:00:00,Andhra Pradesh,184.5
03/01/2020 00:00:00,Andhra Pradesh,180.5
04/01/2020 00:00:00,Andhra Pradesh,175.6
05/01/2020 00:00:00,Andhra Pradesh,187.7
13/01/2020 00:00:00,Andhra Pradesh,189.2
14/01/2020 00:00:00,Andhra Pradesh,192.3
15/01/2020 00:00:00,Andhra Pradesh,197.4
16/01/2020 00:00:00,Andhra Pradesh,200.0
17/01/2020 00:00:00,Andhra Pradesh,198.5
18/01/2020 00:00:00,Andhra Pradesh,196.1
19/01/2020 00:00:00,Andhra Pradesh,182.5
20/01/2020 00:00:00,Andhra Pradesh,188.4
21/01/2020 00:00:00,Andhra Pradesh,185.9
22/01/2020 00:00:00,Andhra Pradesh,187.1
23/01/2020 00:00:00,Andhra Pradesh,189.0
24/01/2020 00:00:00,Andhra Pradesh,184.1
25/01/2020 00:00:00,Andhra Pradesh,171.8
26/01/2020 00:00:00,Andhra Pradesh,191.4
27/01/2020 00:00:00,Andhra Pradesh,194.1
28/01/2020 00:00:00,Andhra Pradesh,195.9
29/01/2020 00:00:00,Andhra Pradesh,175.0
30/01/2020 00:00:00,Andhra Pradesh,192.0
31/01/2020 00:00:00,Andhra Pradesh,191.0
01/02/2020 00:00:00,Andhra Pradesh,192.4
02/02/2020 00:00:00,Andhra Pradesh,158.5
03/02/2020 00:00:00,Andhra Pradesh,154.8
04/02/2020 00:00:00,Andhra Pradesh,158.4
05/02/2020 00:00:00,Andhra Pradesh,159.6
13/02/2020 00:00:00,Andhra Pradesh,159.1
14/02/2020 00:00:00,Andhra Pradesh,160.6
15/02/2020 00:00:00,Andhra Pradesh,162.2
16/02/2020 00:00:00,Andhra Pradesh,163.5
17/02/2020 00:00:00,Andhra Pradesh,163.3
18/02/2020 00:00:00,Andhra Pradesh,161.2
19/02/2020 00:00:00,Andhra Pradesh,164.6
20/02/2020 00:00:00,Andhra Pradesh,165.0
21/02/2020 00:00:00,Andhra Pradesh,162.8
22/02/2020 00:00:00,Andhra Pradesh,161.7
23/02/2020 00:00:00,Andhra Pradesh,196.6
24/02/2020 00:00:00,Andhra Pradesh,196.5
25/02/2020 00:00:00,Andhra Pradesh,195.6
26/02/2020 00:00:00,Andhra Pradesh,201.7
27/02/2020 00:00:00,Andhra Pradesh,205.0
28/02/2020 00:00:00,Andhra Pradesh,199.1
29/02/2020 00:00:00,Andhra Pradesh,194.3
01/03/2020 00:00:00,Andhra Pradesh,161.9
02/03/2020 00:00:00,Andhra Pradesh,161.3
03/03/2020 00:00:00,Andhra Pradesh,166.8
04/03/2020 00:00:00,Andhra Pradesh,168.6
05/03/2020 00:00:00,Andhra Pradesh,171.5
13/03/2020 00:00:00,Andhra Pradesh,171.3
14/03/2020 00:00:00,Andhra Pradesh,170.8
15/03/2020 00:00:00,Andhra Pradesh,169.3
16/03/2020 00:00:00,Andhra Pradesh,179.4
17/03/2020 00:00:00,Andhra Pradesh,175.1
18/03/2020 00:00:00,Andhra Pradesh,182.5
19/03/2020 00:00:00,Andhra Pradesh,188.4
20/03/2020 00:00:00,Andhra Pradesh,185.9
21/03/2020 00:00:00,Andhra Pradesh,187.1
22/03/2020 00:00:00,Andhra Pradesh,162.0
23/03/2020 00:00:00,Andhra Pradesh,164.1
24/03/2020 00:00:00,Andhra Pradesh,160.3
25/03/2020 00:00:00,Andhra Pradesh,155.6
26/03/2020 00:00:00,Andhra Pradesh,130.6
27/03/2020 00:00:00,Andhra Pradesh,139.7
28/03/2020 00:00:00,Andhra Pradesh,148.7
29/03/2020 00:00:00,Andhra Pradesh,164.0
30/03/2020 00:00:00,Andhra Pradesh,167.9
31/03/2020 00:00:00,Andhra Pradesh,173.5
01/04/2020 00:00:00,Andhra Pradesh,173.5
02/04/2020 00:00:00,Andhra Pradesh,171.0
03/04/2020 00:00:00,Andhra Pradesh,164.9
04/04/2020 00:00:00,Andhra Pradesh,165.1
05/04/2020 00:00:00,Andhra Pradesh,190.0
13/04/2020 00:00:00,Andhra Pradesh,192.6
14/04/2020 00:00:00,Andhra Pradesh,193.0
15/04/2020 00:00:00,Andhra Pradesh,201.0
16/04/2020 00:00:00,Andhra Pradesh,199.4
17/04/2020 00:00:00,Andhra Pradesh,197.4
18/04/2020 00:00:00,Andhra Pradesh,195.0
19/04/2020 00:00:00,Andhra Pradesh,164.0
20/04/2020 00:00:00,Andhra Pradesh,166.7
21/04/2020 00:00:00,Andhra Pradesh,165.9
22/04/2020 00:00:00,Andhra Pradesh,169.2
23/04/2020 00:00:00,Andhra Pradesh,172.9
24/04/2020 00:00:00,Andhra Pradesh,172.6
25/04/2020 00:00:00,Andhra Pradesh,167.2
26/04/2020 00:00:00,Andhra Pradesh,174.6
27/04/2020 00:00:00,Andhra Pradesh,183.4
28/04/2020 00:00:00,Andhra Pradesh,193.4
29/04/2020 00:00:00,Andhra Pradesh,184.1
30/04/2020 00:00:00,Andhra Pradesh,187.5
01/05/2020 00:00:00,Andhra Pradesh,187.2
02/05/2020 00:00:00,Andhra Pradesh,189.7
03/05/2020 00:00:00,Andhra Pradesh,163.9
04/05/2020 00:00:00,Andhra Pradesh,167.5
05/05/2020 00:00:00,Andhra Pradesh,170.6
13/05/2020 00:00:00,Andhra Pradesh,171.9
14/05/2020 00:00:00,Andhra Pradesh,171.7
15/05/2020 00:00:00,Andhra Pradesh,174.8
16/05/2020 00:00:00,Andhra Pradesh,177.3
17/05/2020 00:00:00,Andhra Pradesh,184.4
18/05/2020 00:00:00,Andhra Pradesh,180.6
19/05/2020 00:00:00,Andhra Pradesh,184.6
20/05/2020 00:00:00,Andhra Pradesh,189.5
21/05/2020 00:00:00,Andhra Pradesh,188.1
22/05/2020 00:00:00,Andhra Pradesh,187.4
23/05/2020 00:00:00,Andhra Pradesh,180.5
01/06/2020 00:00:00,Andhra Pradesh,151.6
02/06/2020 00:00:00,Andhra Pradesh,152.6
03/06/2020 00:00:00,Andhra Pradesh,153.2
04/06/2020 00:00:00,Andhra Pradesh,156.4
05/06/2020 00:00:00,Andhra Pradesh,156.0
01/07/2020 00:00:00,Andhra Pradesh,155.0
02/07/2020 00:00:00,Andhra Pradesh,150.3
03/07/2020 00:00:00,Andhra Pradesh,157.2
04/07/2020 00:00:00,Andhra Pradesh,153.6
05/07/2020 00:00:00,Andhra Pradesh,159.4
01/08/2020 00:00:00,Andhra Pradesh,163.6
02/08/2020 00:00:00,Andhra Pradesh,167.9
03/08/2020 00:00:00,Andhra Pradesh,169.6
04/08/2020 00:00:00,Andhra Pradesh,169.7
05/08/2020 00:00:00,Andhra Pradesh,195.3
01/09/2020 00:00:00,Andhra Pradesh,195.9
02/09/2020 00:00:00,Andhra Pradesh,201.2
03/09/2020 00:00:00,Andhra Pradesh,199.5
04/09/2020 00:00:00,Andhra Pradesh,194.7
05/09/2020 00:00:00,Andhra Pradesh,185.7
01/10/2020 00:00:00,Andhra Pradesh,182.4
02/10/2020 00:00:00,Andhra Pradesh,169.9
03/10/2020 00:00:00,Andhra Pradesh,171.9
04/10/2020 00:00:00,Andhra Pradesh,171.4
05/10/2020 00:00:00,Andhra Pradesh,179.4
01/11/2020 00:00:00,Andhra Pradesh,169.3
02/11/2020 00:00:00,Andhra Pradesh,179.4
03/11/2020 00:00:00,Andhra Pradesh,175.1
04/11/2020 00:00:00,Andhra Pradesh,195.1
05/11/2020 00:00:00,Andhra Pradesh,195.8
01/12/2020 00:00:00,Andhra Pradesh,196.5
02/12/2020 00:00:00,Andhra Pradesh,197.6
03/12/2020 00:00:00,Andhra Pradesh,197.3
04/12/2020 00:00:00,Andhra Pradesh,186.1
05/12/2020 00:00:00,Andhra Pradesh,181.9
02/01/2019 00:00:00,Telangana,204.2
03/01/2019 00:00:00,Telangana,204.5
04/01/2019 00:00:00,Telangana,201.2
05/01/2019 00:00:00,Telangana,201.7
06/01/2019 00:00:00,Telangana,194.9
07/01/2019 00:00:00,Telangana,191.9
08/01/2019 00:00:00,Telangana,190.8
09/01/2019 00:00:00,Telangana,167.5
10/01/2019 00:00:00,Telangana,173.4
11/01/2019 00:00:00,Telangana,166.7
12/01/2019 00:00:00,Telangana,173.2
13/01/2019 00:00:00,Telangana,176.9
14/01/2019 00:00:00,Telangana,177.0
15/01/2019 00:00:00,Telangana,174.3
16/01/2019 00:00:00,Telangana,161.3
17/01/2019 00:00:00,Telangana,156.5
18/01/2019 00:00:00,Telangana,169.4
19/01/2019 00:00:00,Telangana,171.8
20/01/2019 00:00:00,Telangana,152.0
21/01/2019 00:00:00,Telangana,144.5
22/01/2019 00:00:00,Telangana,150.3
23/01/2019 00:00:00,Telangana,175.0
24/01/2019 00:00:00,Telangana,177.3
